campaign_ref,campaign_title,channel_type,launch_date,completion_date,allocated_budget,current_spend,total_impressions,total_clicks,conversion_count,conversion_rate,ctr_rate,avg_cpc,roi_percentage,campaign_status,target_segment,campaign_manager,ad_platform,test_variant,created_timestamp
377,Cyber Monday Social Campaign 2024,Social Media,2025-11-22,2026-02-27,51820.41,16117.44,943979.0,6506.0,286.0,4.4,0.69,2.48,138.86,Active,"Loyalty Members, Parents",Laura Garcia,TikTok,,2025-10-24T00:00:00Z
378,High Intent Keywords 2024 #378,Search,2025-11-11,2026-02-19,76054.13,28890.55,5253014.0,256427.0,20839.0,8.13,4.88,0.11,1000.0,Active,"Lapsed Customers, Budget Conscious, Premium Shoppers",Brian Wilson,Google Ads,,2025-10-12T00:00:00Z
379,Year End Email Blast 2025,Email,2025-03-24,2025-06-10,2352.34,2247.43,170118.0,3704.0,177.0,4.78,2.18,0.61,1000.0,Completed,Newsletter Subscribers,Emily Rodriguez,,,2025-02-24T00:00:00Z
380,Birthday Special Campaign 2023 #380,Email,2025-07-28,2025-08-21,3536.87,3383.21,241440.0,10313.0,819.0,7.94,4.27,0.33,1000.0,Completed,"Fashion Forward, High LTV Customers, Cart Abandoners",Andrew Thompson,,,2025-07-22T00:00:00Z
381,Year End Email Blast 2023,Email,2025-03-11,2025-05-01,5152.5,4251.53,230601.0,13357.0,266.0,1.99,5.79,0.32,907.39,Completed,Newsletter Subscribers,Michael Chen,,,2025-02-18T00:00:00Z
382,Q1 Display Ads 2025,Display,2024-12-14,2025-01-07,8216.42,7752.9,639652.0,2474.0,37.0,1.5,0.39,3.13,-50.09,Completed,"Mobile Users, Budget Conscious",Michael Chen,Google Ads,,2024-11-16T00:00:00Z
383,Spring Display Ads 2025 #383,Display,2025-12-06,2026-02-07,91453.1,29003.79,3297241.0,14976.0,534.0,3.57,0.45,1.94,314.85,Active,"Premium Shoppers, Desktop Users",Sarah Johnson,Meta Ads,,2025-11-21T00:00:00Z
384,Short Form Video 2023,Video,2025-10-31,2026-01-30,19922.59,10091.69,577811.0,7765.0,316.0,4.07,1.34,1.3,,Paused,"Desktop Users, Fashion Forward, Premium Shoppers",Chris Anderson,Google Ads,Variant B,2025-10-12T00:00:00Z
385,Q2 Catalog Mailing 2025,Direct Mail,2026-02-27,2026-03-27,37838.29,0.0,,,,,,,,Planned,"Returning Customers, Email Engaged, Fashion Forward",Michael Chen,,,2026-02-10T00:00:00Z
386,Local Search Campaign 2025 #386,Search,2026-02-27,2026-03-25,38062.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Cart Abandoners,James Miller,Google Ads,,2026-01-31T00:00:00Z
387,Product Category Search 2025 #387,Search,2025-11-24,2026-03-05,71146.32,17779.8,1254425.0,71966.0,2000.0,2.78,5.74,0.25,1000.0,Active,"Tech Enthusiasts, Cart Abandoners",Michael Chen,Google Ads,,2025-10-31T00:00:00Z
388,Black Friday Email Blast 2023,Email,2025-11-09,2026-03-08,5150.56,1994.8,141132.0,10613.0,819.0,7.72,7.52,0.19,1000.0,Active,Mobile Users,Kevin Brown,,,2025-10-17T00:00:00Z
389,Labor Day SMS Deals 2025,SMS,2025-11-17,2026-03-11,6145.54,1953.72,102872.0,10971.0,1035.0,9.43,10.66,0.18,1000.0,Active,"Holiday Shoppers, Fashion Forward",Emily Rodriguez,,,2025-11-13T00:00:00Z
390,Valentine Email Blast 2025,Email,2025-06-13,2025-07-16,6846.07,6448.04,423288.0,18950.0,532.0,2.81,4.48,0.34,1000.0,Completed,Gen Z 18-24,David Kim,,,2025-05-25T00:00:00Z
391,Memorial Day Banner Ads 2025,Display,2025-08-24,2025-11-13,84556.48,78799.35,4755231.0,34928.0,1349.0,3.86,0.73,2.26,96.18,Completed,Email Engaged,David Kim,Meta Ads,,2025-08-04T00:00:00Z
392,Abandoned Cart Recovery 2025 #392,Email,2025-12-17,2026-03-06,8973.65,803.82,65374.0,5058.0,290.0,5.73,7.74,0.16,1000.0,Active,Email Engaged,Emily Rodriguez,,,2025-12-02T00:00:00Z
393,Q4 Display Ads 2023,Display,2024-12-26,2025-03-07,22754.39,22960.95,1652024.0,5051.0,219.0,4.34,0.31,4.55,21.44,Completed,"Frequent Buyers, Weekend Browsers, Social Followers",Chris Anderson,Google Ads,Variant A,2024-12-23T00:00:00Z
394,Cyber Monday Banner Ads 2024,Display,2025-05-22,2025-07-06,25577.13,20864.31,2317945.0,17394.0,92.0,0.53,0.75,1.2,-36.12,Completed,"Parents, High LTV Customers",Amanda Lee,Google Ads,,2025-04-30T00:00:00Z
395,Valentine Social Campaign 2024 #395,Social Media,2025-11-26,2026-03-10,65627.83,19328.5,2234875.0,19793.0,866.0,4.38,0.89,0.98,513.96,Active,"Loyalty Members, Premium Shoppers",Stephanie Davis,TikTok,,2025-11-19T00:00:00Z
396,Audience Display Campaign 2024 #396,Display,2025-11-28,2026-03-23,47552.45,10175.36,1161770.0,2719.0,95.0,3.49,0.23,3.74,89.06,Active,"Weekend Browsers, First-Time Buyers",Brian Wilson,Google Ads,,2025-11-11T00:00:00Z
397,Short Form Video 2025,Video,2025-08-15,2025-10-25,91834.92,77215.66,4873903.0,64106.0,716.0,1.12,1.32,1.2,170.48,Completed,"Email Engaged, Returning Customers, Tech Enthusiasts",Jessica Martinez,TikTok,Variant B,2025-08-06T00:00:00Z
398,Back to School Email Blast 2023,Email,2025-06-02,2025-07-10,8577.3,8184.13,608143.0,32989.0,425.0,1.29,5.42,0.25,905.47,Completed,"First-Time Buyers, Social Followers, Lapsed Customers",Nicole Taylor,,,2025-05-28T00:00:00Z
399,Trending Topic Campaign 2024 #399,Social Media,2025-05-14,2025-06-11,42734.43,7259.77,1150239.0,6074.0,292.0,4.81,0.53,1.2,,Cancelled,"New Customers, High LTV Customers",James Miller,Meta Ads,,2025-05-06T00:00:00Z
400,Year End Banner Ads 2024,Display,2025-09-04,2025-09-19,43836.32,44724.58,3099022.0,14986.0,717.0,4.78,0.48,2.98,327.78,Completed,"Parents, Desktop Users",Jessica Martinez,Google Ads,Control,2025-08-10T00:00:00Z
401,Year End Search Push 2024,Search,2025-11-29,2026-01-26,29649.25,11205.75,1889029.0,67074.0,4286.0,6.39,3.55,0.17,1000.0,Active,High LTV Customers,Chris Anderson,Google Ads,,2025-11-12T00:00:00Z
402,Fall Social Push 2025,Social Media,2025-10-27,2026-01-30,69306.87,35573.83,4462467.0,129722.0,3696.0,2.85,2.91,0.27,,Paused,Social Followers,Emily Rodriguez,Meta Ads,Variant A,2025-10-17T00:00:00Z
403,Fall Social Push 2024,Social Media,2025-11-15,2026-02-10,45358.91,17694.5,984148.0,16360.0,564.0,3.45,1.66,1.08,671.02,Active,Weekend Browsers,Jessica Martinez,Meta Ads,,2025-11-05T00:00:00Z
404,Influencer Partnership 2024 #404,Social Media,2025-08-05,2025-08-14,74373.93,13641.29,1258873.0,7656.0,349.0,4.56,0.61,1.78,,Cancelled,Parents,David Kim,Meta Ads,,2025-07-15T00:00:00Z
405,Cyber Monday Email Blast 2025,Email,2025-09-02,2025-11-02,4519.5,4703.89,269991.0,4432.0,140.0,3.16,1.64,1.06,742.92,Completed,"Fashion Forward, Desktop Users, Email Engaged",David Kim,,,2025-08-17T00:00:00Z
406,Brand Keywords Campaign 2023 #406,Search,2025-03-28,2025-04-22,85339.24,15920.25,1603879.0,64376.0,4792.0,7.44,4.01,0.25,,Cancelled,"Loyalty Members, High LTV Customers",Nicole Taylor,Google Ads,,2025-03-11T00:00:00Z
407,Loyalty Rewards Email 2024 #407,Email,2025-01-25,2025-03-16,3224.48,2993.82,541393.0,11326.0,786.0,6.94,2.09,0.26,1000.0,Completed,"Newsletter Subscribers, High LTV Customers, Desktop Users",Amanda Lee,,,2025-01-17T00:00:00Z
408,Year End Email Blast 2024,Email,2025-02-20,2025-03-31,7461.99,6922.79,1310779.0,70301.0,1379.0,1.96,5.36,0.1,1000.0,Completed,"Homeowners, Holiday Shoppers",Andrew Thompson,,,2025-02-08T00:00:00Z
409,Birthday SMS Special 2024,SMS,2025-12-17,2026-01-20,6520.51,1643.66,135393.0,7525.0,670.0,8.9,5.56,0.22,1000.0,Active,Mobile Users,Jessica Martinez,,,2025-11-20T00:00:00Z
410,Community Engagement 2023 #410,Social Media,2025-01-08,2025-01-30,55314.45,44734.35,3028819.0,31289.0,1546.0,4.94,1.03,1.43,585.61,Completed,Weekend Browsers,Amanda Lee,TikTok,,2024-12-19T00:00:00Z
411,Community Engagement 2025 #411,Social Media,2025-11-26,2026-01-09,3733.49,2244.84,437628.0,10274.0,275.0,2.68,2.35,0.22,676.78,Active,Newsletter Subscribers,Jessica Martinez,Meta Ads,,2025-11-21T00:00:00Z
412,Social Contest Campaign 2023 #412,Social Media,2025-12-12,2026-04-07,57677.99,5425.81,369875.0,6294.0,75.0,1.19,1.7,0.86,,Paused,"Newsletter Subscribers, Cart Abandoners",Michael Chen,Meta Ads,,2025-12-08T00:00:00Z
413,Q3 Social Push 2024,Social Media,2026-02-05,2026-02-21,69104.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,Social Followers,Nicole Taylor,TikTok,,2026-01-20T00:00:00Z
414,Product Showcase Social 2024 #414,Social Media,2025-11-17,2026-03-09,85077.2,23343.48,3424784.0,67266.0,2254.0,3.35,1.96,0.35,1000.0,Active,"Newsletter Subscribers, Cart Abandoners",Kevin Brown,TikTok,,2025-11-06T00:00:00Z
415,Product Category Search 2024 #415,Search,2025-05-24,2025-08-18,45430.96,44984.98,7834853.0,710419.0,42714.0,6.01,9.07,0.06,1000.0,Completed,"Social Followers, Returning Customers, Holiday Shoppers",Kevin Brown,Google Ads,,2025-05-11T00:00:00Z
416,Weekly Deals Newsletter 2023 #416,Email,2025-03-18,2025-06-12,7862.33,7877.07,927181.0,35014.0,2706.0,7.73,3.78,0.22,1000.0,Completed,VIP Customers,Andrew Thompson,,,2025-02-21T00:00:00Z
417,Native Advertising 2024 #417,Display,2025-10-30,2026-01-14,5588.14,4153.7,328923.0,1492.0,37.0,2.48,0.45,2.78,109.04,Active,Cart Abandoners,Emily Rodriguez,Google Ads,,2025-10-13T00:00:00Z
418,Memorial Day Banner Ads 2023,Display,2025-01-23,2025-04-11,83473.61,74916.27,8284460.0,80467.0,2806.0,3.49,0.97,0.93,738.84,Completed,"High LTV Customers, Newsletter Subscribers, Homeowners",James Miller,Google Ads,,2025-01-16T00:00:00Z
419,High Intent Keywords 2025 #419,Search,2025-07-21,2025-09-18,84092.9,69097.49,11456718.0,1056588.0,78588.0,7.44,9.22,0.07,1000.0,Completed,"Holiday Shoppers, VIP Customers",Rachel Green,Google Ads,Variant B,2025-07-16T00:00:00Z
420,Summer Display Ads 2023,Display,2025-09-06,2025-10-24,8884.04,7993.74,595003.0,2614.0,51.0,1.95,0.44,3.06,55.04,Completed,"Tech Enthusiasts, Returning Customers",Andrew Thompson,Google Ads,,2025-08-15T00:00:00Z
421,Q4 Newsletter Campaign 2023,Email,2024-11-06,2025-01-21,6349.95,6297.2,538242.0,28665.0,541.0,1.89,5.33,0.22,1000.0,Completed,"Gen Z 18-24, Fashion Forward",Michael Chen,,,2024-10-19T00:00:00Z
422,Anniversary Mailing 2025,Direct Mail,2025-11-09,2026-03-05,42978.4,16042.67,,,,,,,,Active,Budget Conscious,Chris Anderson,,,2025-10-24T00:00:00Z
423,Q4 Video Campaign 2024,Video,2025-07-02,2025-09-28,11409.28,10966.6,580913.0,10754.0,207.0,1.92,1.85,1.02,183.03,Completed,"Premium Shoppers, High LTV Customers",Michael Chen,Meta Ads,,2025-06-22T00:00:00Z
424,Contextual Targeting 2025 #424,Display,2025-06-09,2025-07-25,34119.27,32456.26,4001968.0,24839.0,1120.0,4.51,0.62,1.31,785.33,Completed,"Millennials 25-34, Newsletter Subscribers, Gen Z 18-24",Jessica Martinez,Google Ads,,2025-06-02T00:00:00Z
425,Q2 Newsletter Campaign 2024,Email,2025-09-26,2025-10-30,4387.33,3839.92,215994.0,3454.0,80.0,2.32,1.6,1.11,437.39,Completed,"Millennials 25-34, Newsletter Subscribers, First-Time Buyers",Kevin Brown,,,2025-09-19T00:00:00Z
426,Q1 Social Push 2024 #426,Social Media,2025-01-19,2025-02-06,94485.45,1509.36,83244.0,2336.0,92.0,3.94,2.81,0.65,,Cancelled,Mobile Users,Andrew Thompson,Instagram,,2024-12-24T00:00:00Z
427,Flash Sale Alert 2023 #427,Email,2025-06-19,2025-08-13,9438.51,8951.94,742818.0,32795.0,2605.0,7.94,4.41,0.27,1000.0,Completed,"Newsletter Subscribers, High LTV Customers",Jessica Martinez,,,2025-06-13T00:00:00Z
428,Testimonial Videos 2024 #428,Video,2025-11-29,2026-01-26,31902.18,14648.62,1285732.0,10903.0,418.0,3.83,0.85,1.34,156.59,Active,"Loyalty Members, Millennials 25-34",Rachel Green,TikTok,,2025-11-06T00:00:00Z
429,Spring Newsletter Campaign 2024 #429,Email,2026-03-10,2026-04-29,1180.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Desktop Users, Returning Customers, Frequent Buyers",James Miller,,Control,2026-02-26T00:00:00Z
430,Q4 SMS Blast 2023,SMS,2026-02-23,2026-03-20,3357.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Homeowners, Fashion Forward, Holiday Shoppers",Jessica Martinez,,,2026-02-19T00:00:00Z
431,High Intent Keywords 2024 #431,Search,2025-11-14,2026-02-20,42099.42,14554.2,2695786.0,81736.0,7423.0,9.08,3.03,0.18,1000.0,Active,"Parents, Budget Conscious",Andrew Thompson,Google Ads,Variant A,2025-10-16T00:00:00Z
432,Spring Video Campaign 2025,Video,2025-06-27,2025-09-25,98716.5,102280.14,19670943.0,255773.0,7356.0,2.88,1.3,0.4,897.75,Completed,"Lapsed Customers, High LTV Customers, VIP Customers",Andrew Thompson,Meta Ads,,2025-06-04T00:00:00Z
433,Product Category Search 2025 #433,Search,2025-02-18,2025-03-17,83607.68,80836.09,12097502.0,367736.0,13567.0,3.69,3.04,0.22,1000.0,Completed,New Customers,Nicole Taylor,Google Ads,Control,2025-02-15T00:00:00Z
434,Competitor Conquest 2024 #434,Search,2025-12-06,2026-02-24,17798.15,4200.53,409042.0,16318.0,1550.0,9.5,3.99,0.26,1000.0,Active,"Premium Shoppers, VIP Customers, Returning Customers",Kevin Brown,Google Ads,,2025-11-12T00:00:00Z
435,Prime Day SMS Deals 2024,SMS,2026-02-25,2026-03-30,3091.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Desktop Users, Fashion Forward, Lapsed Customers",Emily Rodriguez,,,2026-02-01T00:00:00Z
436,Product Showcase Social 2023 #436,Social Media,2025-05-13,2025-06-19,19532.31,17929.09,1683236.0,8419.0,174.0,2.07,0.5,2.13,36.56,Completed,"Tech Enthusiasts, High LTV Customers",Laura Garcia,Instagram,,2025-04-13T00:00:00Z
437,Product Launch Announcement 2023 #437,Email,2026-01-02,2026-03-27,2591.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"New Customers, Holiday Shoppers",Jessica Martinez,,Control,2025-12-27T00:00:00Z
438,Q4 Social Push 2024 #438,Social Media,2025-06-16,2025-08-07,79159.23,76029.05,3977579.0,103173.0,857.0,0.83,2.59,0.74,27.21,Completed,"Parents, High LTV Customers, Social Followers",David Kim,TikTok,Variant B,2025-05-27T00:00:00Z
439,Brand Awareness Display 2023 #439,Display,2025-11-13,2026-03-06,67603.43,26186.27,2881733.0,2986.0,81.0,2.71,0.1,8.77,-13.21,Active,"Loyalty Members, Weekend Browsers, Frequent Buyers",James Miller,Google Ads,,2025-10-24T00:00:00Z
440,High Intent Keywords 2025 #440,Search,2025-10-31,2026-01-09,81801.56,62042.74,5402056.0,475685.0,12210.0,2.57,8.81,0.13,1000.0,Active,"Gen Z 18-24, Cart Abandoners",Brian Wilson,Google Ads,Variant B,2025-10-28T00:00:00Z
441,Product Demo Videos 2024 #441,Video,2025-09-06,2025-10-17,48254.81,40330.23,2343535.0,54937.0,963.0,1.75,2.34,0.73,200.99,Completed,Social Followers,Stephanie Davis,Google Ads,,2025-08-23T00:00:00Z
442,Year End Email Blast 2023 #442,Email,2025-11-22,2026-01-07,3253.96,2409.49,166547.0,5575.0,419.0,7.52,3.35,0.43,,Paused,"Loyalty Members, Cart Abandoners",Rachel Green,,,2025-11-15T00:00:00Z
443,Q3 Search Campaign 2025,Search,2026-03-03,2026-05-01,11023.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"Social Followers, Premium Shoppers",Nicole Taylor,Google Ads,,2026-02-09T00:00:00Z
444,Product Category Search 2023 #444,Search,2025-11-09,2025-12-29,17108.46,16317.82,982216.0,78025.0,3548.0,4.55,7.94,0.21,1000.0,Active,"Millennials 25-34, Gen Z 18-24",Amanda Lee,Google Ads,,2025-10-21T00:00:00Z
445,Influencer Partnership 2025 #445,Social Media,2025-02-16,2025-03-17,6285.43,110.31,6035.0,134.0,6.0,4.48,2.22,0.82,,Cancelled,"Loyalty Members, New Customers, Homeowners",Rachel Green,Meta Ads,,2025-01-29T00:00:00Z
446,Q2 Video Campaign 2024,Video,2025-08-15,2025-11-08,93627.73,96988.73,10568325.0,211388.0,8661.0,4.1,2.0,0.46,1000.0,Completed,"Returning Customers, Premium Shoppers, Fashion Forward",Chris Anderson,Google Ads,,2025-07-24T00:00:00Z
447,Community Engagement 2023 #447,Social Media,2025-09-30,2025-11-09,38403.71,37673.68,2288859.0,19075.0,729.0,3.82,0.83,1.98,381.07,Completed,High LTV Customers,Michael Chen,Instagram,,2025-09-27T00:00:00Z
448,High Intent Keywords 2024 #448,Search,2025-01-13,2025-02-21,44076.82,43896.85,7585340.0,403664.0,10435.0,2.59,5.32,0.11,1000.0,Completed,"Newsletter Subscribers, Fashion Forward, Gen Z 18-24",Brian Wilson,Google Ads,,2024-12-30T00:00:00Z
449,Customer Win-Back Email 2024 #449,Email,2026-03-24,2026-05-12,8545.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,"VIP Customers, Budget Conscious, Newsletter Subscribers",Michael Chen,,,2026-03-03T00:00:00Z
450,Q2 Display Ads 2024,Display,2025-02-14,2025-03-15,29617.95,30948.02,2029881.0,5986.0,212.0,3.54,0.29,5.17,74.09,Completed,"Mobile Users, Cart Abandoners, Fashion Forward",Nicole Taylor,Google Ads,,2025-01-27T00:00:00Z
451,Flash Sale Alert 2025 #451,Email,2025-11-16,2026-02-19,2388.31,1072.82,114991.0,4711.0,278.0,5.9,4.1,0.23,1000.0,Active,"Email Engaged, Budget Conscious, Weekend Browsers",Stephanie Davis,,,2025-10-21T00:00:00Z
452,Birthday Special Campaign 2023 #452,Email,2025-11-26,2026-03-21,9414.35,1976.89,234715.0,3000.0,187.0,6.23,1.28,0.66,746.32,Active,"VIP Customers, Cart Abandoners",Laura Garcia,,Variant B,2025-11-20T00:00:00Z
453,Brand Awareness Drive 2023 #453,Social Media,2025-10-27,2025-12-18,92167.48,74762.81,5343862.0,69088.0,2250.0,3.26,1.29,1.08,87.27,Completed,"Budget Conscious, Holiday Shoppers",David Kim,Meta Ads,,2025-10-09T00:00:00Z
454,Easter Banner Ads 2024,Display,2025-11-10,2026-01-29,91625.18,50774.93,3589570.0,23116.0,217.0,0.94,0.64,2.2,20.15,Active,"Cart Abandoners, Social Followers, Frequent Buyers",Kevin Brown,Meta Ads,Control,2025-10-22T00:00:00Z
455,Brand Story Video 2024 #455,Video,2025-12-07,2026-03-22,93711.04,15353.93,1921385.0,12125.0,485.0,4.0,0.63,1.27,837.78,Active,"Email Engaged, Social Followers, Millennials 25-34",Stephanie Davis,Google Ads,,2025-11-07T00:00:00Z
456,Prime Day SMS Deals 2025,SMS,2026-03-14,2026-05-19,8438.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Planned,High LTV Customers,Nicole Taylor,,,2026-02-25T00:00:00Z
457,Brand Awareness Display 2024 #457,Display,2025-11-20,2026-01-09,97563.87,67884.36,6026470.0,41727.0,1840.0,4.41,0.69,1.63,,Paused,Lapsed Customers,Kevin Brown,Google Ads,,2025-11-09T00:00:00Z
458,Valentine Direct Mail 2023,Direct Mail,2025-12-12,2026-02-24,45644.61,6821.49,,,,,,,,Active,High LTV Customers,James Miller,,,2025-11-21T00:00:00Z
459,Fall Social Push 2024 #459,Social Media,2025-05-07,2025-05-23,60279.5,53714.75,7912860.0,114388.0,4587.0,4.01,1.45,0.47,1000.0,Completed,"VIP Customers, Frequent Buyers",Amanda Lee,Instagram,,2025-04-08T00:00:00Z
460,Valentine Banner Ads 2024,Display,2025-08-09,2025-09-02,20202.75,17715.05,3303552.0,5891.0,151.0,2.56,0.18,3.01,-3.54,Completed,"Lapsed Customers, Parents",Laura Garcia,Meta Ads,,2025-07-10T00:00:00Z
461,Remarketing Search 2025 #461,Search,2025-11-11,2026-01-01,66907.44,52595.81,4903394.0,281604.0,12211.0,4.34,5.74,0.19,1000.0,Active,"First-Time Buyers, VIP Customers, Millennials 25-34",Brian Wilson,Google Ads,,2025-10-26T00:00:00Z
462,Weekly Deals Newsletter 2023 #462,Email,2025-11-01,2025-12-27,7034.0,6865.28,441253.0,13285.0,240.0,1.81,3.01,0.52,,Paused,"Fashion Forward, Parents",Chris Anderson,,,2025-10-29T00:00:00Z
463,Social Contest Campaign 2025 #463,Social Media,2025-11-15,2026-01-31,15684.83,7566.22,627788.0,7934.0,155.0,1.95,1.26,0.95,141.34,Active,"Frequent Buyers, New Customers, Returning Customers",Stephanie Davis,TikTok,,2025-10-28T00:00:00Z
464,VIP Early Access SMS 2024,SMS,2025-07-29,2025-10-08,4923.35,4065.78,233199.0,33834.0,3982.0,11.77,14.51,0.12,1000.0,Completed,Gen Z 18-24,Nicole Taylor,,,2025-07-14T00:00:00Z
465,Easter Social Campaign 2024,Social Media,2025-11-04,2026-02-01,5492.22,3204.92,371681.0,6754.0,231.0,3.42,1.82,0.47,301.56,Active,"Mobile Users, Holiday Shoppers, VIP Customers",Laura Garcia,Instagram,,2025-10-29T00:00:00Z
466,Black Friday Banner Ads 2025,Display,2025-12-12,2026-03-11,57069.18,7251.79,484514.0,1580.0,40.0,2.53,0.33,4.59,,Paused,"VIP Customers, Cart Abandoners",Sarah Johnson,Google Ads,,2025-12-04T00:00:00Z
467,Cross-Network Display 2024 #467,Display,2025-12-18,2026-04-06,27327.64,1738.39,150218.0,199.0,3.0,1.51,0.13,8.74,-84.68,Active,"Desktop Users, Mobile Users, Lapsed Customers",Andrew Thompson,Google Ads,,2025-11-28T00:00:00Z
468,High Intent Keywords 2024 #468,Search,2025-01-04,2025-04-01,71405.37,67721.73,5476174.0,380174.0,16209.0,4.26,6.94,0.18,1000.0,Completed,"Mobile Users, Tech Enthusiasts, Frequent Buyers",Nicole Taylor,Google Ads,,2024-12-15T00:00:00Z
469,Back to School SMS Deals 2024,SMS,2025-04-16,2025-04-30,6437.49,678.11,56922.0,6158.0,576.0,9.35,10.82,0.11,,Cancelled,VIP Customers,Michael Chen,,,2025-04-09T00:00:00Z
470,Holiday Search Push 2024,Search,2024-12-25,2025-01-10,73252.04,73670.66,6328498.0,161803.0,8101.0,5.01,2.56,0.46,836.85,Completed,Lapsed Customers,Stephanie Davis,Google Ads,,2024-12-11T00:00:00Z
471,Easter Email Blast 2025 #471,Email,2025-11-09,2026-02-17,1998.32,938.07,128537.0,5150.0,97.0,1.88,4.01,0.18,,Paused,"Social Followers, Gen Z 18-24",Rachel Green,,,2025-10-26T00:00:00Z
472,Social Proof Campaign 2025 #472,Social Media,2025-12-12,2025-12-28,75785.59,9530.51,1206304.0,8993.0,258.0,2.87,0.75,1.06,,Cancelled,Mobile Users,James Miller,Instagram,,2025-11-24T00:00:00Z
473,Dynamic Search Ads 2024 #473,Search,2025-07-15,2025-09-07,5039.04,4032.67,303501.0,11789.0,1043.0,8.85,3.88,0.34,1000.0,Completed,Premium Shoppers,Chris Anderson,Google Ads,,2025-06-22T00:00:00Z
474,Easter Search Push 2023 #474,Search,2025-06-20,2025-09-10,11162.14,9466.88,595862.0,48547.0,2410.0,4.96,8.15,0.2,1000.0,Completed,"Gen Z 18-24, Premium Shoppers",Kevin Brown,Google Ads,,2025-06-13T00:00:00Z
475,Back to School Email Blast 2024,Email,2025-10-03,2025-11-07,4482.15,4390.37,398893.0,18878.0,254.0,1.35,4.73,0.23,341.66,Completed,"Budget Conscious, Homeowners",David Kim,,,2025-09-07T00:00:00Z
476,Flash Sale Alert 2023 #476,Email,2024-11-06,2025-02-04,6870.9,6790.43,355492.0,8003.0,153.0,1.91,2.25,0.85,328.65,Completed,First-Time Buyers,Brian Wilson,,Variant A,2024-10-23T00:00:00Z
477,Q1 Newsletter Campaign 2025,Email,2025-07-16,2025-08-01,4349.99,4145.38,244413.0,6395.0,490.0,7.66,2.62,0.65,1000.0,Completed,"Mobile Users, Weekend Browsers",Nicole Taylor,,,2025-06-17T00:00:00Z
478,Summer Video Campaign 2023,Video,2025-06-19,2025-09-17,32203.78,30944.97,1677128.0,17617.0,541.0,3.07,1.05,1.76,356.82,Completed,"Social Followers, Lapsed Customers",Michael Chen,Google Ads,,2025-06-11T00:00:00Z
479,Product Showcase Social 2024 #479,Social Media,2025-11-11,2026-02-23,22519.13,9532.48,517076.0,2763.0,105.0,3.8,0.53,3.45,66.67,Active,"Premium Shoppers, Homeowners",Sarah Johnson,Meta Ads,Control,2025-10-17T00:00:00Z
480,Retargeting Display 2023 #480,Display,2025-05-15,2025-06-29,30122.9,30850.03,2018629.0,10086.0,498.0,4.94,0.5,3.06,-14.02,Completed,"Fashion Forward, Frequent Buyers, Parents",Chris Anderson,Meta Ads,,2025-04-15T00:00:00Z
481,Native Advertising 2025 #481,Display,2025-08-31,2025-11-10,16360.4,16844.82,2216522.0,6528.0,200.0,3.06,0.29,2.58,148.67,Completed,"Millennials 25-34, Holiday Shoppers, Fashion Forward",Emily Rodriguez,Google Ads,Control,2025-08-02T00:00:00Z
